"country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","longitude_decimal","latitude_decimal","specific_locations"
"SK","","Slovakofarma a.s.","V13","","","","","","","17.799210","48.437280",\N
"SK","","Duslo A.S., Váh (rkm 53.9), Váh (SK)","V15","","","","","","","17.898950","48.154320",\N
"SK","","Chemolak A.S. Smolenice, Trnávka (rkm 25.8), Váh (SK)","V16","","","","","","","","",\N
"SK","","Bukocel A.S. Hencovce, Ondava (rkm 48.65), Bodrog (SK)","B05","","","","","","","21.744290","48.855650",\N
"SK","","Veľký Krtíš","I14","","","","","","","19.355300","48.176630",\N
"SK","","Chotárny Kanál - Jánošikovo, Malý Dunaj (rkm 11), Malý Dunaj (SK)","MD01","","","","","","","17.760270","47.902400",\N
"SK","","Lužianky","N03","","","","","","","18.033390","48.346000",\N
"SK","","Harmanecké Papierne A.S., Harmanec, Bystrica (rkm 9.5), Hron (SK)","R22","","","","","","","19.086080","48.792910",\N
"SK","","Biotika A.S., Slovenská Lupca, Hron (rkm 183.8), Hron (SK)","R26","","","","","","","19.245160","48.743820",\N
"SK","","VN Hričov - Divinka","V03","","","","","","","","",\N
"SK","","Opatovce","V01","","","","","","","17.969790","48.852650",\N
"SK","","Svit","P02","","","","","","","20.199540","49.055500",\N
"SK","","Bodrog – Streda Nad Bodrogom, Bodrog (rkm 6.0), Bodrog (SK)","B29","","","","","","","21.759660","48.395530",\N
"SK","","Below Slovnaft A.S. Bratislava, Malý Dunaj (rkm 124.0), Malý Dunaj (SK)","D02","","","","","","","17.138460","48.108900",\N
"SK","","pod Vitrum Krompachy","H13","","","","","","","20.880930","48.923810",\N
"SK","","Hornád - Hidasnémeti","H14","","","","","","","21.315450","48.556610",\N
"SK","","Torysa - Košické Olšany","H16","","","","","","","21.336790","48.732600",\N
"SK","","pod Lucencom","I10","","","","","","","19.686230","48.322120",\N
"SK","","WWTP Filakovo","I11","","","","","","","19.822860","48.282930",\N
"SK","","Morava - Devínska Nová Ves","M02","","","","","","","16.975960","48.187670",\N
"SK","","Nitra - Komoca","N01","","","","","","","18.104840","47.970110",\N
"SK","","Nitra - Chalmová","N02","","","","","","","18.483220","48.662120",\N
"SK","","Žitava - Dolný Oháj","N35","","","","","","","18.245070","48.086780",\N
"SK","","Poprad - Velká Lomnica","P05","","","","","","","20.369760","49.112610",\N
"SK","","Rimava – Slaná - ústie","R21","","","","","","","","",\N
"SK","","Váh - Komárno","V07","","","","","","","18.142340","47.760900",\N
"DE","","Neu-Ulm","","","","","","","JDS01","10.026944","48.423889",\N
"DE","","Kelheim","","","","","","","JDS02","11.867222","48.915556",\N
"DE","","Upstream dam Geisling (Regensburg)","","","","","","","JDS03","12.330556","48.985833",\N
"DE","","Upstream dam Kachlet (Passau)","","","","","","","JDS04","13.385556","48.594722",\N
"DE","","Inn 0.6 Km - De/At, Danube/Inn (rkm 2225), Danube (DE)","","","","","","","JDS05","13.471667","48.572500",\N
"DE","","Jochenstein - DE/AT","","","","","","","JDS06","13.698056","48.522500",\N
"AT","","Upstream dam Aschach","","","","","","","JDS07","14.014167","48.395833",\N
"AT","","Upstream dam Abwinden-Asten","","","","","","","JDS08","14.421944","48.253333",\N
"AT","","Wallsee","","","","","","","JDS09","14.681111","48.165833",\N
"AT","","Upstream dam Ybbs-Persenbeug","","","","","","","JDS10","15.061389","48.195000",\N
"AT","","Upstream dam Greifenstein","","","","","","","JDS11","16.231389","48.352500",\N
"AT","","Klosterneuburg","","","","","","","JDS12","16.334167","48.323611",\N
"AT","","Schwechat 0.1 Km, Danube/Schwechat (rkm 1913), Danube (AT)","","","","","","","JDS13","16.558889","48.137222",\N
"AT","","Wildungsmauer","","","","","","","JDS14","16.801944","48.116111",\N
"AT","","Upstream Morava (Hainburg)","","","","","","","JDS15","16.961389","48.171667",\N
"AT","","Morava 0.08 Km - At/Sk, Danube/Morava (rkm 1880), Danube (AT)","","","","","","","JDS16","16.975556","48.175000",\N
"SK","","Bratislava - Left Bank, Danube (rkm 1869), Danube (SK)","","","","","","","JDS17","17.105556","48.138333",\N
"SK","","Gabcikovo Reservoir Entrance, Danube (rkm 1856), Danube (SK)","","","","","","","JDS18","17.191667","48.051944",\N
"SK","","Gabcikovo Reservoir, Danube (rkm 1852), Danube (SK)","","","","","","","JDS19","17.232778","48.037500",\N
"SK","","Gabcikovo Reservoir 2, Danube (rkm 1846), Danube (SK)","","","","","","","JDS20","17.293611","48.004167",\N
"SK","","Sap (Outlet-channel)","","","","","","","JDS21","17.602222","47.826944",\N
"SK","","Ásványráró (Old Danube), Danube (rkm 1812), Danube (SK)","","","","","","","JDS22","17.596667","47.821389",\N
"SK","","Medvedov/Medve - SK/HU","","","","","","","JDS23","17.652778","47.792778",\N
"HU","","Moson Danube 0.1 Km, Danube/Moson Danube (rkm 1794), Danube (HU)","","","","","","","JDS24","17.782222","47.736389",\N
"SK","","Komarno/Komarom - SK/HU","","","","","","","JDS25","18.117500","47.751389",\N
"SK","","Vah 0.8 Km, Danube/Vah (rkm 1766), Danube (SK)","","","","","","","JDS26","17.143333","47.763611",\N
"SK","","Iza/Szony - SK/HU","","","","","","","JDS27","18.210556","47.742778",\N
"SK","","Sturovo/Esztergom","","","","","","","JDS28","18.728333","47.791389",\N
"SK","","Hron 0.5 Km, Danube/Hron (rkm 1716), Danube (SK)","","","","","","","JDS29","18.737778","47.821111",\N
"SK","","Ipel/Ipoly 0.7 Km, Danube/Ipel (Ipoly) (rkm 1708), Danube (SK)","","","","","","","JDS30","18.850556","47.821944",\N
"HU","","Szob","","","","","","","JDS31","18.859167","47.813611",\N
"HU","","Upstream end of Szentendre Island","","","","","","","JDS32","18.986389","47.810000",\N
"HU","","Upstream End Of Szentendre Island, Danube/Upstream end of Szentendre Island (rkm 1691), Danube (HU)","","","","","","","JDS33","18.992222","47.805833",\N
"HU","","Budapest Upstream, Danube (rkm 1659), Danube (HU)","","","","","","","JDS34","19.086389","47.601944",\N
"HU","","Budapest (Old Danube) End Of S.Arm, Danube/Budapest (old Danube) end of S.arm (rkm 1659), Danube (HU)","","","","","","","JDS35","19.071667","47.595278",\N
"HU","","Soroksar Arm Kvassay-Sluice, Danube/Soroksar Arm Kvassay-sluice (rkm 1642), Danube (HU)","","","","","","","JDS36","19.077500","47.458889",\N
"HU","","Budapest Downstream, Danube (rkm 1632), Danube (HU)","","","","","","","JDS37","19.006111","47.388056",\N
"HU","","Soroksar Armtass-Sluice, Danube/Soroksar Arm Tass-sluice (rkm 1586), Danube (HU)","","","","","","","JDS38","18.978889","47.039444",\N
"HU","","Tass","","","","","","","JDS39","18.968611","47.027500",\N
"HU","","Dunafoldvar, Danube (rkm 1560), Danube (HU)","","","","","","","JDS40","18.935833","47.808889",\N
"HU","","Paks","","","","","","","JDS41","18.885278","46.635833",\N
"HU","","Sio 1.0 Km, Danube/Sio (rkm 1497), Danube (HU)","","","","","","","JDS42","18.888333","46.340278",\N
"HU","","Baja, Danube (rkm 1481), Danube (HU)","","","","","","","JDS43","18.923056","46.200278",\N
"HU","","Hercegszanto","","","","","","","JDS44","18.806111","45.914167",\N
"HR","","Batina, Danube (rkm 1429), Danube (HR)","","","","","","","JDS45","18.829167","45.877778",\N
"HR","","Upstream Drava - HR/YU","","","","","","","JDS46","18.923611","45.550556",\N
"HR","","Drava 1.4 Km - Hr/Yu, Danube/Drava (rkm 1379), Danube (HR)","","","","","","","JDS47","18.906667","45.545833",\N
"HR","","Downstream Drava (Erdut/Bogojevo), Danube (rkm 1367), Danube (HR)","","","","","","","JDS48","19.079722","45.527500",\N
"HR","","Dalj, Danube (rkm 1355), Danube (HR)","","","","","","","JDS49","19.003611","45.495833",\N
"HR","","Ilak-Backa Palanka - HR/YU","","","","","","","JDS50","19.366944","45.231667",\N
"RS","","Upstream Novi Sad","","","","","","","JDS51","19.844444","45.230833",\N
"RS","","Downstream Novi-Sad, Danube (rkm 1252), Danube (RS)","","","","","","","JDS52","19.885556","45.260556",\N
"RS","","Upstream Tisa (Stari Slankamen)","","","","","","","JDS53","20.260278","45.146944",\N
"RS","","Tisa 1.0 Km, Danube/Tisa (rkm 1215), Danube (RS)","","","","","","","JDS54","20.279722","45.145000",\N
"RS","","Downstream Tisa/Upstream Sava (Belegis), Danube (rkm 1202), Danube (RS)","","","","","","","JDS55","20.359722","45.039167",\N
"RS","","Sava 7 Km, Danube/Sava (rkm 1170), Danube (RS)","","","","","","","JDS56","20.377500","44.788889",\N
"RS","","Upstream Pancevo/Downstream Sava","","","","","","","JDS57","20.556389","44.843056",\N
"RS","","Downstream Pancevo, Danube (rkm 1151), Danube (RS)","","","","","","","JDS58","20.645833","44.819167",\N
"RS","","Grocka, Danube (rkm 1132), Danube (RS)","","","","","","","JDS59","20.726944","44.681111",\N
"RS","","Upstream Veliko Morava","","","","","","","JDS60","21.011944","44.720278",\N
"RS","","Veliko Morava, Danube/Velika Morava (rkm 1103), Danube (RS)","","","","","","","JDS61","21.036389","44.708611",\N
"RS","","Downstream Velika Morava, Danube (rkm 1097), Danube (RS)","","","","","","","JDS62","21.128889","44.731389",\N
"RS","","Starapalanka - Ram","","","","","","","JDS63","21.322778","44.818333",\N
"RS","","Banatska Palanka/Bazias, Danube (rkm 1071), Danube (RS)","","","","","","","JDS64","21.387778","44.798333",\N
"RS","","Irongate reservoir (Golubac/Koronin) - YU/RO","","","","","","","JDS65","21.673333","44.663611",\N
"RS","","Irongate reservoir (Tekija/Orsova) - YU/RO","","","","","","","JDS66","22.400556","44.690833",\N
"RS","","Vrbica/Simijan - YU/RO","","","","","","","JDS67","22.720833","44.592778",\N
"RS","","Upstream Timok (Rudujevac/Gruia) - YU/RO","","","","","","","JDS68","22.682778","44.245833",\N
"RS","","Timok 0.2 Km - Yu/Bg, Danube/Timok (rkm 845), Danube (RS)","","","","","","","JDS69","","",\N
"RO","","Pristol/Novo Selo Harbour - RO/BG","","","","","","","JDS70","22.789444","44.166944",\N
"RO","","Calafat, Danube (rkm 795), Danube (RO)","","","","","","","JDS71","22.933889","44.001944",\N
"BG","RO","Downstream Kozloduy , Danube (rkm 685), Danube (BG/RO)","","","","","","","JDS72","23.878056","43.751111",\N
"BG","","Upstream Iskar (Bajkal)","","","","","","","JDS73","24.406667","43.718611",\N
"BG","","Iskar 0.3 Km, Danube/Iskar (rkm 637), Danube (BG)","","","","","","","JDS74","","",\N
"BG","RO","Downstream Iskar, Danube (rkm 629), Danube (BG/RO)","","","","","","","JDS75","24.530556","43.770000",\N
"RO","","Upstream Olt - RO/BG","","","","","","","JDS76","24.788889","43.703333",\N
"RO","","Olt 0.4 Km, Danube/Olt (rkm 605), Danube (RO)","","","","","","","JDS77","","",\N
"RO","BG","Downstream Olt, Danube (rkm 602), Danube (RO/BG)","","","","","","","JDS78","24.829167","43.715278",\N
"RO","BG","Downstream Turnu-Magurele/Nikopol, Danube (rkm 579), Danube (RO/BG)","","","","","","","JDS79","25.076667","43.689167",\N
"RO","BG","Downstream Zimnicea/Svishtov, Danube (rkm 550), Danube (RO/BG)","","","","","","","JDS80","25.410556","43.621667",\N
"BG","","Jantra 1.0 Km, Danube/Jantra (rkm 537), Danube (BG)","","","","","","","JDS81","25.569722","43.637778",\N
"RO","BG","Downstream Jantra, Danube (rkm 532), Danube (RO/BG)","","","","","","","JDS82","25.615833","43.669167",\N
"BG","","Upstream Ruse - BG/RO","","","","","","","JDS83","25.916667","43.821667",\N
"BG","","Russenski Lom, Danube/Russenski Lom (rkm 498), Danube (BG)","","","","","","","JDS84","25.076667","43.689167",\N
"BG","","Downstream Ruse/Giurgiu, Danube (rkm 488), Danube (BG)","","","","","","","JDS85","26.017222","43.891111",\N
"RO","","Upstream Arges - RO/BG","","","","","","","JDS86","26.604444","44.053889",\N
"RO","","Arges, Danube/Arges (rkm 432), Danube (RO)","","","","","","","JDS87","","",\N
"RO","","Downstream Arges, Oltenita - Ro/Bg, Danube (rkm 429), Danube (RO)","","","","","","","JDS88","26.645278","44.062778",\N
"RO","BG","Chiciu/Silistra, Danube (rkm 378), Danube (RO/BG)","","","","","","","JDS89","27.234167","44.115833",\N
"RO","","Upstream Cernavoda","","","","","","","JDS90","28.039444","44.379167",\N
"RO","","Giurgeni, Danube (rkm 235), Danube (RO)","","","","","","","JDS91","27.859722","44.776111",\N
"RO","","Braila, Danube (rkm 167), Danube (RO)","","","","","","","JDS92","27.999167","45.308889",\N
"RO","","Siret 1.0 Km, Danube/Siret (rkm 154), Danube (RO)","","","","","","","JDS93","28.009167","45.397778",\N
"RO","","Prut 1.0 Km - Ro/Md, Danube/Prut (rkm 135), Danube (RO)","","","","","","","JDS94","28.191111","45.472500",\N
"RO","","Reni - Chilia/Kilia arm - RO/UA","","","","","","","JDS95","28.265278","45.453611",\N
"RO","","Kilia arm - RO/UA","","","","","","","JDS96","29.167500","45.394167",\N
"RO","","Sulina arm","","","","","","","JDS97","29.493889","45.172500",\N
"RO","","St. George arm - RO/UA","","","","","","","JDS98","29.194167","45.044167",\N
"SK","","Bratislava - Left Bank, Danube (rkm 1865), Danube (SK)","","","","","","","JDS17","16.801667","48.115000",\N
"DE","","River Saar, barrage Guedingen","","","","","","","2101","7.020252","49.213151",\N
"DE","","River Saar, barrage Rehlingen","","","","","","","2111","6.690984","49.378519",\N
"DE","","River Rhine, near Weil","","","","","","","4201","7.573682","47.619399",\N
"DE","","River Rhine, near Iffezheim","","","","","","","4301","8.114182","48.833050",\N
"DE","","River Rhine, near Koblenz","","","","","","","4401","7.602921","50.348401",\N
"DE","","River Rhine, near Bimmen","","","","","","","4501","6.068235","51.862765",\N
"DE","","River Elbe, near Prossen","","","","","","","10110","14.118024","50.928295",\N
"DE","","River Elbe, near Zehren","","","","","","","10505","13.404294","51.265714",\N
"DE","","River Elbe, near Barby","","","","","","","10205","11.890059","51.997696",\N
"DE","","River Elbe, near Cumlosen","","","","","","","10305","11.642139","53.041118",\N
"DE","","River Elbe, near Blankenese","","","","","","","10405","9.799729","53.549861",\N
"DE","","River Saale, near Wettin","","","","","","","11001","11.790777","51.584080",\N
"DE","","River Mulde, near Dessau","","","","","","","11002","12.257696","51.862637",\N
"DE","","River Danube, near Ulm","","","","","","","17101","9.960949","48.361288",\N
"DE","","River Danube, near Kelheim","","","","","","","17201","11.980892","48.927400",\N
"DE","","River Danube, near Jochenstein","","","","","","","17301","13.638471","48.553318",\N
"DE","","Lake Belau","","","","","","","3101","10.253156","54.102273",\N
"DE","","North Sea, Jadebay (Varel-Mellum)","","","","","","","7303","8.139033","53.636261",\N
"DE","","Baltic Sea, Darsser Ort, Baltic Sea (DE)","","","","","","","6103","12.529077","54.496660",\N
"DE","","North Sea, Jadebay (Eckwarderhoerne)","","","","","","","7302","8.238591","53.524212",\N
"SI","","Krka 2","","","","","","","","","",\N
"SI","","Ljubljanica-Moste","","","","","","","","14.533333","46.055000",\N
"SI","","Sava-Šentjakob","","","","","","","","","",\N
"SI","","Mura-G.Radgona","","","","","","","","","",\N
"SI","","Drava-Bresternica, Drau 1, Danube (SI)","","","","","","","","15.581667","46.565833",\N
"SI","","Drava-Kanal, Drau 2, Danube (SI)","","","","","","","","15.679444","46.556111",\N
"SI","","Pšata-Moste","","","","","","","","","",\N
"SI","","Krka 1","","","","","","","","","",\N
"SI","","Ljubljanica-Trnovo","","","","","","","","14.505556","46.044167",\N
"SI","","Nadiza","","","","","","","","","",\N
"SI","","Kolpa","","","","","","","","","",\N
"SI","","Rakitna lake","","","","","","","","","",\N
"SI","","Bohinj Lake, Bohinj lake, Sava (SI)","","","","","","","","","",\N
"SI","","Sobec lake","","","","","","","","","",\N
"SI","","Bled Lake, Bled lake, Sava (SI)","","","","","","","","","",\N
"SI","","Bakovci Lake, Bakovci lake, Sava (SI)","","","","","","","","","",\N
"IW","","HG/1","","","","","","","","3.483889","79.055833",\N
"IW","","HG/133 (Spike)","","","","","","","","4.335833","79.112222",\N
"IW","","HG/4","","","","","","","","5.918056","79.346111",\N
"IW","","HMMV","","","","","","","","14.730000","72.003611",\N
"IW","","HMMV/LV1","","","","","","","","16.383333","72.333333",\N
"IW","","Trans75/LV2","","","","","","","","13.541667","75.000000",\N
"IW","","Trans75/LV3","","","","","","","","1.006667","74.910556",\N
"IW","","Trans75/LV4","","","","","","","","2.816667","74.930000",\N
"IW","","Trans75/LV5","","","","","","","","14.232500","75.000000",\N
"IW","","HG/2/LV6","","","","","","","","5.132778","79.587778",\N
"IW","","HG/3","","","","","","","","4.331667","79.015556",\N
"IW","","Track/PS93","","","","","","","","13.475000","75.126667",\N
"IW","","Track/2","","","","","","","","0.169167","76.688056",\N
"IW","","Track/4","","","","","","","","11.056667","77.903333",\N
"IW","","Trans75/1","","","","","","","","15.833333","75.000000",\N
"IW","","Trans75/2","","","","","","","","8.738333","75.000000",\N
"IW","","Trans75/3","","","","","","","","2.941667","75.000000",\N
"IW","","Trans75/4","","","","","","","","6.711667","75.000000",\N
"IW","","Trans75/5","","","","","","","","12.161667","75.000000",\N
"IW","","Trans75/PS63","","","","","","","","4.631667","74.855000",\N
"IW","","Tromsö","","","","","","","","14.900000","70.133333",\N
"IW","","Snow SiteA","","","","","","","","13.641111","74.968056",\N
"IW","","Snow SiteB","","","","","","","","16.751944","75.141944",\N
"DE","","Usedom","","","","","","","","14.166667","54.133333",\N
"DE","","Arko 2, Baltic Sea (DE)","","","","","","","","13.500000","54.916667",\N
"DE","","Arko 3, Baltic Sea (DE)","","","","","","","","13.750000","54.666667",\N
"DE","","Darss2, Baltic Sea (DE)","","","","","","","","12.325000","54.583333",\N
"DE","","MEBU 2","","","","","","","","11.250000","54.250000",\N
"DE","","NEUBU","","","","","","","","10.850000","54.050000",\N
"DE","","Fbelt 2, Baltic Sea (DE)","","","","","","","","11.416667","54.508333",\N
